"";"D. execució";"D. valor";"Concepte";"Import";"Saldo"
"";"23/11/2021";"23/11/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,50";"1.614,87"
"";"23/11/2021";"23/11/2021";"TRANSF PARA Astrid Formacio Marta Pardos i Mas";"-75,00";"1.615,37"
"";"22/11/2021";"22/11/2021";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-16,75";"1.690,37"
"";"20/11/2021";"20/11/2021";"COMPRA TARJETA DEBITO/CREDITO ELS FOGONS DE L ANOIA TJ*0011";"-10,50";"1.707,12"
"";"20/11/2021";"20/11/2021";"RENOVACION PLAZO";"-3.000,00";"1.717,62"
"";"20/11/2021";"20/11/2021";"CANCELACION PLAZO";"3.000,00";"4.717,62"
"";"20/11/2021";"20/11/2021";"LIQUIDACION PLAZO";"1,21";"1.717,62"
"";"19/11/2021";"19/11/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-28,91";"1.716,41"
"";"19/11/2021";"19/11/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,45";"1.745,32"
"";"19/11/2021";"19/11/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,80";"1.745,77"
"";"19/11/2021";"19/11/2021";"COMPRA TARJETA DEBITO/CREDITO SUPERMERCADOS SUPER MAS TJ*0011";"-77,49";"1.746,57"
"";"19/11/2021";"19/11/2021";"COMPRA TARJETA DEBITO/CREDITO PINTURES PLANELL TJ*0011";"-49,90";"1.824,06"
"";"18/11/2021";"18/11/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-35,10";"1.873,96"
"";"17/11/2021";"17/11/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-93,66";"1.909,06"
"";"16/11/2021";"16/11/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-1,25";"2.002,72"
"";"16/11/2021";"16/11/2021";"COMPRA TARJETA DEBITO/CREDITO ESCLATOIL PIERA TJ*0011";"-50,00";"2.003,97"
"";"15/11/2021";"15/11/2021";"COMPRA TARJETA DEBITO/CREDITO LA PANERA DEL PA IGUALADA TJ*0011";"-13,04";"2.053,97"
"";"15/11/2021";"15/11/2021";"COMPRA TARJETA DEBITO/CREDITO TRES UNCES TJ*0011";"-11,19";"2.067,01"
"";"15/11/2021";"15/11/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,35";"2.078,20"
"";"15/11/2021";"15/11/2021";"RECIBO SIMYO";"-12,55";"2.078,55"
"";"15/11/2021";"15/11/2021";"RECIBO SIMYO";"-13,50";"2.091,10"
"";"13/11/2021";"13/11/2021";"COMPRA TARJETA DEBITO/CREDITO CASA AMETLLER SL TJ*0011";"-21,31";"2.104,60"
"";"13/11/2021";"13/11/2021";"COMPRA TARJETA DEBITO/CREDITO HIPER ASIATICO 2012 S.L. TJ*0011";"-7,86";"2.125,91"
"";"12/11/2021";"12/11/2021";"COMPRA TARJETA DEBITO/CREDITO HIPERMERCAT ESCLAT H23P TJ*0011";"-15,50";"2.133,77"
"";"12/11/2021";"12/11/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-17,26";"2.149,27"
"";"10/11/2021";"10/11/2021";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-28,94";"2.166,53"
"";"10/11/2021";"10/11/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-52,90";"2.195,47"
"";"09/11/2021";"09/11/2021";"COMPRA TARJETA DEBITO/CREDITO SIMYO TJ*5783";"-7,00";"2.248,37"
"";"09/11/2021";"09/11/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-1,00";"2.255,37"
"";"09/11/2021";"09/11/2021";"COMPRA TARJETA DEBITO/CREDITO LA PANERA DEL PA IGUALADA TJ*0011";"-6,35";"2.256,37"
"";"08/11/2021";"08/11/2021";"COMPRA TARJETA DEBITO/CREDITO GUISSONA T533 TJ*0011";"-32,82";"2.262,72"
"";"08/11/2021";"08/11/2021";"COMPRA TARJETA DEBITO/CREDITO ESCLATOIL PIERA TJ*0011";"-50,00";"2.295,54"
"";"07/11/2021";"07/11/2021";"COMPRA TARJETA DEBITO/CREDITO PASTISSERIA FIDEL SERRA S TJ*5783";"-5,10";"2.345,54"
"";"06/11/2021";"06/11/2021";"COMPRA TARJETA DEBITO/CREDITO ROGES SUPERMERCATS TJ*0011";"-5,23";"2.350,64"
"";"06/11/2021";"06/11/2021";"COMPRA TARJETA DEBITO/CREDITO BEAUTY BY DIA IGUALADA 60 TJ*0011";"-10,73";"2.355,87"
"";"06/11/2021";"06/11/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,35";"2.366,60"
"";"06/11/2021";"06/11/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-4,72";"2.366,95"
"";"05/11/2021";"05/11/2021";"COMPRA TARJETA DEBITO/CREDITO CONDIS LIFE -CAPELLADES TJ*0011";"-37,92";"2.371,67"
"";"05/11/2021";"05/11/2021";"RECIBO IGUANA COMUNICACIONS S.L.";"-33,90";"2.409,59"
"";"05/11/2021";"05/11/2021";"RECIBO ORANGE ESPAGNE S.A.";"-29,95";"2.443,49"
"";"05/11/2021";"05/11/2021";"RECIBO COL.LEGI OFICIAL DE FARMACEUTICS DE BCN";"-37,23";"2.473,44"
"";"05/11/2021";"05/11/2021";"RECIBO ANA MARIA POVEDA NAVARRO";"-175,00";"2.510,67"
"";"04/11/2021";"04/11/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-6,20";"2.685,67"
"";"02/11/2021";"02/11/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-1,30";"2.691,87"
"";"02/11/2021";"02/11/2021";"RECIBO PIJUAN";"-38,00";"2.693,17"
"";"02/11/2021";"02/11/2021";"TRANSFERENCIA IGRID S.L. ABONO NOMINA 10/2021";"1.811,26";"2.731,17"
"";"30/10/2021";"30/10/2021";"COMPRA TARJETA DEBITO/CREDITO CASA AMETLLER SL TJ*0011";"-16,96";"919,91"
"";"30/10/2021";"30/10/2021";"COMPRA TARJETA DEBITO/CREDITO CALZEDONIA IGUALADA TJ*0011";"-10,00";"936,87"
"";"30/10/2021";"30/10/2021";"COMPRA TARJETA DEBITO/CREDITO MARKET IGUALAD2 TJ*0011";"-18,71";"946,87"
"";"30/10/2021";"30/10/2021";"COMPRA TARJETA DEBITO/CREDITO GUISSONA T533 TJ*0011";"-21,37";"965,58"
"";"30/10/2021";"30/10/2021";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-25,48";"986,95"
"";"29/10/2021";"29/10/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-5,42";"1.012,43"
"";"29/10/2021";"29/10/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-4,77";"1.017,85"
"";"29/10/2021";"29/10/2021";"COMPRA TARJETA DEBITO/CREDITO HIPER ASIATICO 2012 S.L. TJ*0011";"-25,48";"1.022,62"
"";"29/10/2021";"29/10/2021";"COMPRA TARJETA DEBITO/CREDITO CAP I CUA TJ*0011";"-8,75";"1.048,10"
"";"29/10/2021";"29/10/2021";"COMPRA TARJETA DEBITO/CREDITO LA PANERA DEL PA IGUALADA TJ*0011";"-18,10";"1.056,85"
"";"29/10/2021";"29/10/2021";"COMPRA TARJETA DEBITO/CREDITO EMBOTITS MARIA ASSUMPCIO TJ*0011";"-55,16";"1.074,95"
"";"29/10/2021";"29/10/2021";"RECIBO PayPal (Europe) S.a.r.l. et Cie., S.C.A.";"-20,89";"1.130,11"
"";"27/10/2021";"27/10/2021";"TRANSF DE DANIEL ORTINEZ MARTI dinar aniversari";"82,50";"1.151,00"
"";"26/10/2021";"26/10/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,35";"1.068,50"
"";"26/10/2021";"26/10/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,75";"1.068,85"
"";"26/10/2021";"26/10/2021";"COMPRA TARJETA DEBITO/CREDITO HIPERMERCAT ESCLAT H23P TJ*0011";"-38,19";"1.069,60"
"";"25/10/2021";"23/10/2021";"COMPRA TARJETA DEBITO/CREDITO MUNICH - CAPELLADES TJ*0011";"-30,00";"1.107,79"
"";"23/10/2021";"23/10/2021";"COMPRA TARJETA DEBITO/CREDITO LA LIONESA TJ*5783";"-9,40";"1.137,79"
"";"22/10/2021";"22/10/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,70";"1.147,19"
"";"22/10/2021";"22/10/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,70";"1.147,89"
"";"21/10/2021";"21/10/2021";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-18,17";"1.148,59"
"";"20/10/2021";"20/10/2021";"COMPRA TARJETA DEBITO/CREDITO E.S.SERVI ODENA S.L. TJ*0011";"-20,00";"1.166,76"
"";"19/10/2021";"19/10/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,35";"1.186,76"
"";"19/10/2021";"19/10/2021";"COMPRA TARJETA DEBITO/CREDITO HIPERMERCAT ESCLAT H23P TJ*0011";"-36,18";"1.187,11"
"";"19/10/2021";"19/10/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-106,15";"1.223,29"
"";"18/10/2021";"18/10/2021";"COMPRA TARJETA DEBITO/CREDITO SUPERMERCADOS SUPER MAS TJ*0011";"-100,20";"1.329,44"
"";"14/10/2021";"14/10/2021";"RECIBO SIMYO";"-12,00";"1.429,64"
"";"14/10/2021";"14/10/2021";"RECIBO SIMYO";"-10,00";"1.441,64"
"";"11/10/2021";"11/10/2021";"COMPRA TARJETA DEBITO/CREDITO RESTAURANT LA BARBACANA TJ*0011";"-52,30";"1.451,64"
"";"11/10/2021";"11/10/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,35";"1.503,94"
"";"09/10/2021";"09/10/2021";"COMPRA TARJETA DEBITO/CREDITO KIDDY S CLASS TJ*5783";"-28,90";"1.504,29"
"";"09/10/2021";"09/10/2021";"COMPRA TARJETA DEBITO/CREDITO LUMBERTON TJ*0011";"-39,90";"1.533,19"
"";"09/10/2021";"09/10/2021";"COMPRA TARJETA DEBITO/CREDITO CRONOTIME TJ*5783";"-28,00";"1.573,09"
"";"08/10/2021";"08/10/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-28,85";"1.601,09"
"";"08/10/2021";"08/10/2021";"RECIBO ORANGE ESPAGNE S.A.";"-19,67";"1.629,94"
"";"08/10/2021";"08/10/2021";"RECIBO PayPal (Europe) S.a.r.l. et Cie., S.C.A.";"-2,33";"1.649,61"
"";"08/10/2021";"08/10/2021";"RECIBO COL.LEGI OFICIAL DE FARMACEUTICS DE BCN";"-37,23";"1.651,94"
"";"08/10/2021";"08/10/2021";"RECIBO ANA MARIA POVEDA NAVARRO";"-150,00";"1.689,17"
"";"07/10/2021";"07/10/2021";"COMPRA TARJETA DEBITO/CREDITO HIPERMERCAT ESCLAT H23P TJ*0011";"-31,01";"1.839,17"
"";"06/10/2021";"06/10/2021";"RECIBO IGUANA COMUNICACIONS S.L.";"-33,90";"1.870,18"
"";"04/10/2021";"04/10/2021";"TRANSFERENCIA IGRID S.L. ABONO NOMINA 09/2021";"1.448,99";"1.904,08"
"";"02/10/2021";"02/10/2021";"COMPRA TARJETA DEBITO/CREDITO MES MERCAT SL TJ*0011";"-17,77";"455,09"
"";"02/10/2021";"02/10/2021";"COMPRA TARJETA DEBITO/CREDITO HIPER JUNBO TJ*0011";"-24,95";"472,86"
"";"01/10/2021";"01/10/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-38,00";"497,81"
"";"01/10/2021";"01/10/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,35";"535,81"
"";"01/10/2021";"01/10/2021";"TRANSF DE Consell Comarcal de l Anoia AJUTS REALITZACIO ACTIVITATS ART";"105,00";"536,16"
"";"30/09/2021";"30/09/2021";"LIQUIDACION AHORRO/CTA COR";"0,00";"431,16"
"";"29/09/2021";"29/09/2021";"COMPRA TARJETA DEBITO/CREDITO HIPER JUNBO TJ*0011";"-8,48";"431,16"
"";"28/09/2021";"28/09/2021";"COMPRA TARJETA DEBITO/CREDITO MES MERCAT SL TJ*0011";"-21,58";"439,64"
"";"28/09/2021";"28/09/2021";"COMPRA TARJETA DEBITO/CREDITO DRIM IGUALADA FARO TJ*0011";"-25,00";"461,22"
"";"28/09/2021";"28/09/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,35";"486,22"
"";"27/09/2021";"27/09/2021";"COMPRA TARJETA DEBITO/CREDITO 9 ABA CICLES TJ*5783";"-33,96";"486,57"
"";"25/09/2021";"25/09/2021";"COMPRA TARJETA DEBITO/CREDITO MES MERCAT SL TJ*0011";"-8,26";"520,53"
"";"24/09/2021";"24/09/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-15,11";"528,79"
"";"24/09/2021";"24/09/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-95,63";"543,90"
"";"24/09/2021";"24/09/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-5,89";"639,53"
"";"23/09/2021";"23/09/2021";"COMPRA TARJETA DEBITO/CREDITO PEIXETERIA VILA MASSANA TJ*0011";"-11,14";"645,42"
"";"23/09/2021";"23/09/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,70";"656,56"
"";"23/09/2021";"23/09/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-1,00";"657,26"
"";"22/09/2021";"22/09/2021";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-22,82";"658,26"
"";"21/09/2021";"21/09/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,35";"681,08"
"";"21/09/2021";"21/09/2021";"COMPRA TARJETA DEBITO/CREDITO LA BONA ESPARDENYA TJ*0011";"-21,50";"681,43"
"";"21/09/2021";"21/09/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-2,12";"702,93"
"";"19/09/2021";"19/09/2021";"COMPRA TARJETA DEBITO/CREDITO GPV RODA DE BARA TJ*0011";"-9,22";"705,05"
"";"17/09/2021";"17/09/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,35";"714,27"
"";"17/09/2021";"17/09/2021";"COMPRA TARJETA DEBITO/CREDITO SUPERMERCADOS SUPER MAS TJ*0011";"-54,26";"714,62"
"";"17/09/2021";"17/09/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-1,45";"768,88"
"";"14/09/2021";"14/09/2021";"RECIBO SIMYO";"-12,00";"770,33"
"";"14/09/2021";"14/09/2021";"RECIBO SIMYO";"-10,00";"782,33"
"";"13/09/2021";"13/09/2021";"COMPRA TARJETA DEBITO/CREDITO BUREAU ANOIA SL TJ*0011";"-7,15";"792,33"
"";"13/09/2021";"13/09/2021";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-17,90";"799,48"
"";"10/09/2021";"10/09/2021";"COMPRA TARJETA DEBITO/CREDITO BOTIGA BUFF TJ*0011";"-17,47";"817,38"
"";"10/09/2021";"10/09/2021";"COMPRA TARJETA DEBITO/CREDITO SUPERMERCADOS SUPER MAS TJ*0011";"-65,06";"834,85"
"";"10/09/2021";"10/09/2021";"RECIBO COL.LEGI OFICIAL DE FARMACEUTICS DE BCN";"-37,23";"899,91"
"";"10/09/2021";"10/09/2021";"COMPRA TARJETA DEBITO/CREDITO ESCLATOIL PIERA TJ*0011";"-50,00";"937,14"
"";"09/09/2021";"09/09/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-37,50";"987,14"
"";"09/09/2021";"09/09/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-11,70";"1.024,64"
"";"08/09/2021";"08/09/2021";"COMPRA TARJETA DEBITO/CREDITO MES MERCAT SL TJ*0011";"-20,23";"1.036,34"
"";"07/09/2021";"07/09/2021";"RECIBO ORANGE ESPAGNE S.A.";"-10,78";"1.056,57"
"";"06/09/2021";"06/09/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-1,50";"1.067,35"
"";"06/09/2021";"06/09/2021";"RECIBO IGUANA COMUNICACIONS S.L.";"-33,90";"1.068,85"
"";"03/09/2021";"03/09/2021";"COMPRA TARJETA DEBITO/CREDITO CASA AMETLLER SL TJ*0011";"-19,58";"1.102,75"
"";"03/09/2021";"03/09/2021";"COMPRA TARJETA DEBITO/CREDITO CONDIS LIFE -CAPELLADES TJ*5783";"-47,58";"1.122,33"
"";"03/09/2021";"03/09/2021";"RECIBO MINYONS ESCOLTES GUIES SANT JORDI DE CAT";"-80,00";"1.169,91"
"";"02/09/2021";"02/09/2021";"COMPRA TARJETA DEBITO/CREDITO FULL EQUIP SPORTS SCP TJ*5783";"-28,00";"1.249,91"
"";"02/09/2021";"02/09/2021";"COMPRA TARJETA DEBITO/CREDITO CAL FONT TJ*0011";"-18,94";"1.277,91"
"";"02/09/2021";"02/09/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,35";"1.296,85"
"";"02/09/2021";"02/09/2021";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-11,43";"1.297,20"
"";"01/09/2021";"01/09/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-1,00";"1.308,63"
"";"01/09/2021";"01/09/2021";"TRANSF PARA MARTI I MARTA btt ....";"-500,00";"1.309,63"
"";"01/09/2021";"01/09/2021";"TRANSF DE FM UNLIMITED MOTORCYCLES,S.L. Nomina agosto + finiquito Mart";"1.739,99";"1.809,63"
"";"30/08/2021";"30/08/2021";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-20,74";"69,64"
"";"28/08/2021";"28/08/2021";"COMPRA TARJETA DEBITO/CREDITO GELATS I TORRONS DONAT TJ*5783";"-12,40";"90,38"
"";"28/08/2021";"28/08/2021";"COMPRA TARJETA DEBITO/CREDITO TORRES MASIP TJ*0011";"-12,05";"102,78"
"";"28/08/2021";"28/08/2021";"COMPRA TARJETA DEBITO/CREDITO ALDI IGUALADA TJ*0011";"-59,99";"114,83"
"";"28/08/2021";"28/08/2021";"COMPRA TARJETA DEBITO/CREDITO PINTURES RALLI TJ*0011";"-17,35";"174,82"
"";"27/08/2021";"27/08/2021";"COMPRA TARJETA DEBITO/CREDITO FRANKFURT CLEIN TJ*0011";"-30,30";"192,17"
"";"27/08/2021";"27/08/2021";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-20,99";"222,47"
"";"26/08/2021";"26/08/2021";"COMPRA TARJETA DEBITO/CREDITO HIPERMERCAT ESCLAT H78I TJ*0011";"-15,60";"243,46"
"";"25/08/2021";"25/08/2021";"COMPRA TARJETA DEBITO/CREDITO SUMO CATALAN SCP TJ*0011";"-32,49";"259,06"
"";"25/08/2021";"25/08/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-23,60";"291,55"
"";"25/08/2021";"25/08/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-33,00";"315,15"
"";"25/08/2021";"25/08/2021";"COMISION TARJETA";"-12,00";"348,15"
"";"24/08/2021";"24/08/2021";"COMPRA TARJETA DEBITO/CREDITO TALLERS PIERA SCP TJ*0011";"-1.118,77";"360,15"
"";"24/08/2021";"24/08/2021";"TRANSF DE MARTI SOLER CHIVA COTXE";"1.000,00";"1.478,92"
"";"20/08/2021";"20/08/2021";"COMPRA TARJETA DEBITO/CREDITO BOHIGAS POP UP BAR TJ*0011";"-42,00";"478,92"
"";"20/08/2021";"20/08/2021";"COMPRA TARJETA DEBITO/CREDITO SUPERMERCADOS SUPER MAS TJ*5783";"-8,59";"520,92"
"";"20/08/2021";"20/08/2021";"COMPRA TARJETA DEBITO/CREDITO CAL FONT TJ*5783";"-13,06";"529,51"
"";"17/08/2021";"17/08/2021";"COMPRA TARJETA DEBITO/CREDITO MES MERCAT SL TJ*0011";"-18,35";"542,57"
"";"17/08/2021";"17/08/2021";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-12,56";"560,92"
"";"15/08/2021";"15/08/2021";"COMPRA TARJETA DEBITO/CREDITO AUTOSERVEIS CA LA PILAR TJ*0011";"-19,47";"573,48"
"";"15/08/2021";"15/08/2021";"COMPRA TARJETA DEBITO/CREDITO PAISATGISME CAMARO TJ*0011";"-36,10";"592,95"
"";"14/08/2021";"14/08/2021";"COMPRA TARJETA DEBITO/CREDITO RIBA TJ*5783";"-23,72";"629,05"
"";"13/08/2021";"13/08/2021";"RECIBO SIMYO";"-10,00";"652,77"
"";"13/08/2021";"13/08/2021";"RECIBO SIMYO";"-12,01";"662,77"
"";"13/08/2021";"13/08/2021";"TRANSF DE MARTA PARDOS MAS TRASPAS";"600,00";"674,78"
"";"12/08/2021";"12/08/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-37,00";"74,78"
"";"12/08/2021";"12/08/2021";"COMPRA TARJETA DEBITO/CREDITO ESCLATOIL PIERA TJ*0011";"-50,00";"111,78"
"";"11/08/2021";"11/08/2021";"COMPRA TARJETA DEBITO/CREDITO MES MERCAT SL TJ*0011";"-20,81";"161,78"
"";"11/08/2021";"11/08/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-19,12";"182,59"
"";"10/08/2021";"10/08/2021";"COMPRA TARJETA DEBITO/CREDITO BEAUTY BY DIA IGUALADA 60 TJ*0011";"-6,39";"201,71"
"";"10/08/2021";"10/08/2021";"COMPRA TARJETA DEBITO/CREDITO SUPERMERCADOS SUPER MAS TJ*0011";"-76,93";"208,10"
"";"10/08/2021";"10/08/2021";"COMPRA TARJETA DEBITO/CREDITO ORANGE SIEBEL TJ*5783";"-8,25";"285,03"
"";"10/08/2021";"10/08/2021";"RECIBO PayPal (Europe) S.a.r.l. et Cie., S.C.A.";"-105,17";"293,28"
"";"10/08/2021";"10/08/2021";"RECIBO PayPal (Europe) S.a.r.l. et Cie., S.C.A.";"-31,15";"398,45"
"";"09/08/2021";"05/08/2021";"COMPRA TARJETA DEBITO/CREDITO DNH*GODADDY.COM EUROPE TJ*5783";"-20,14";"429,60"
"";"09/08/2021";"09/08/2021";"RECIBO ANA MARIA POVEDA NAVARRO";"-100,00";"449,74"
"";"07/08/2021";"07/08/2021";"COMPRA TARJETA DEBITO/CREDITO ESCLATOIL PIERA TJ*0011";"-50,00";"549,74"
"";"06/08/2021";"06/08/2021";"RECIBO ORANGE ESPAGNE S.A.";"-3,63";"599,74"
"";"05/08/2021";"05/08/2021";"RECIBO COL.LEGI OFICIAL DE FARMACEUTICS DE BCN";"-37,23";"603,37"
"";"05/08/2021";"05/08/2021";"RECIBO IGUANA COMUNICACIONS S.L.";"-33,90";"640,60"
"";"04/08/2021";"04/08/2021";"COMPRA TARJETA DEBITO/CREDITO MCDONALD S IGUALADA TJ*5783";"-28,50";"674,50"
"";"03/08/2021";"04/08/2021";"TRANSF PARA MARTA PARDOS MAS traspas agost";"-700,00";"703,00"
"";"03/08/2021";"03/08/2021";"COMPRA TARJETA DEBITO/CREDITO SUPERMERCADOS SUPER MAS TJ*0011";"-73,37";"1.403,00"
"";"03/08/2021";"03/08/2021";"COMPRA TARJETA DEBITO/CREDITO TRES UNCES TJ*0011";"-7,48";"1.476,37"
"";"02/08/2021";"02/08/2021";"COMPRA TARJETA DEBITO/CREDITO CAL FONT TJ*0011";"-8,30";"1.483,85"
"";"02/08/2021";"02/08/2021";"COMPRA TARJETA DEBITO/CREDITO BEAUTY BY DIA IGUALADA 60 TJ*0011";"-22,20";"1.492,15"
